2021-04-07 21:52:47,950 DEBUG   telegram.ext.dispatcher Setting singleton dispatcher as <telegram.ext.dispatcher.Dispatcher object at 0x0000025C4A28F040>
2021-04-07 22:55:12,271 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234511, 'message': {'message_id': 668, 'date': 1617825311, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Go', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-07 22:55:12,272 DEBUG   root Message received from 445900772 @Verssania: Go
2021-04-07 22:55:12,272 INFO    root Quiz started by 445900772 @Verssania
2021-04-07 22:55:12,273 DEBUG   telegram.bot Entering: send_message
2021-04-07 22:55:12,395 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 365
2021-04-07 22:55:12,396 DEBUG   telegram.bot {'message_id': 669, 'date': 1617825312, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Test started at 2021-04-07 22:55:12.273887', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 22:55:12,396 DEBUG   telegram.bot Exiting: send_message
2021-04-07 22:55:12,398 DEBUG   telegram.bot Entering: send_message
2021-04-07 22:55:12,526 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 854
2021-04-07 22:55:12,526 DEBUG   telegram.bot {'message_id': 670, 'date': 1617825312, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'The fall of the Berlin Wall cleared the way for central and eastern European countries that were previously controlled by the former Soviet Union to reform their systems and join the EU. Which of these statements is true?\nA. Ten central and eastern European countries joined the EU on 1 May 2004, bringing EU membership to 25.\nB. Eight countries from central and eastern Europe and two Mediterranean islands joined the EU in May 2004.\nC. Ten countries including Bulgaria, Hungary, Poland and Romania joined the EU on 1 May 2004.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 22:55:12,527 DEBUG   telegram.bot Exiting: send_message
2021-04-07 22:55:16,935 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-07 22:55:16,936 DEBUG   telegram.bot Getting updates: [297234512]
2021-04-07 22:55:16,936 DEBUG   telegram.bot [<telegram.update.Update object at 0x00000238AEB01CD0>]
2021-04-07 22:55:16,936 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:55:16,936 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:55:16,936 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234512, 'message': {'message_id': 671, 'date': 1617825316, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-07 22:55:16,938 DEBUG   root Message received from 445900772 @Verssania: B
2021-04-07 22:55:16,938 DEBUG   telegram.bot Entering: send_message
2021-04-07 22:55:17,133 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 638
2021-04-07 22:55:17,134 DEBUG   telegram.bot {'message_id': 672, 'date': 1617825316, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': "You're right!\nNote: ['In 2004, ten countries joined the EU. Eight from central and eastern Europe — Czechia, Estonia, Hungary, Latvia, Lithuania, Poland, Slovakia and Slovenia — and the Mediterranean islands of Cyprus and Malta. The historic enlargement brought the total number of member states to 25.']", 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 22:55:17,134 DEBUG   telegram.bot Exiting: send_message
2021-04-07 22:55:17,135 DEBUG   telegram.bot Entering: send_message
2021-04-07 22:55:17,304 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 553
2021-04-07 22:55:17,304 DEBUG   telegram.bot {'message_id': 673, 'date': 1617825316, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Which Member State fought a war of independence between 1991 and 1995, has a coat of arms featuring a red and white checkerboard pattern and is the latest country to join the European Union?\nA. Bulgaria.\nB. Croatia.\nC. Slovenia', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 22:55:17,304 DEBUG   telegram.bot Exiting: send_message
2021-04-07 22:55:27,016 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:55:27,017 DEBUG   telegram.bot No new updates found.
2021-04-07 22:55:27,017 DEBUG   telegram.bot []
2021-04-07 22:55:27,017 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:55:27,017 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:55:37,086 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:55:37,087 DEBUG   telegram.bot No new updates found.
2021-04-07 22:55:37,087 DEBUG   telegram.bot []
2021-04-07 22:55:37,087 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:55:37,087 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:55:47,156 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:55:47,157 DEBUG   telegram.bot No new updates found.
2021-04-07 22:55:47,157 DEBUG   telegram.bot []
2021-04-07 22:55:47,157 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:55:47,157 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:55:57,227 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:55:57,228 DEBUG   telegram.bot No new updates found.
2021-04-07 22:55:57,228 DEBUG   telegram.bot []
2021-04-07 22:55:57,228 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:55:57,228 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:56:07,297 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:56:07,297 DEBUG   telegram.bot No new updates found.
2021-04-07 22:56:07,297 DEBUG   telegram.bot []
2021-04-07 22:56:07,297 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:56:07,298 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:56:17,369 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:56:17,369 DEBUG   telegram.bot No new updates found.
2021-04-07 22:56:17,369 DEBUG   telegram.bot []
2021-04-07 22:56:17,370 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:56:17,370 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:56:27,436 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:56:27,437 DEBUG   telegram.bot No new updates found.
2021-04-07 22:56:27,437 DEBUG   telegram.bot []
2021-04-07 22:56:27,437 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:56:27,437 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:56:37,504 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:56:37,504 DEBUG   telegram.bot No new updates found.
2021-04-07 22:56:37,505 DEBUG   telegram.bot []
2021-04-07 22:56:37,505 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:56:37,505 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:56:47,571 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:56:47,572 DEBUG   telegram.bot No new updates found.
2021-04-07 22:56:47,572 DEBUG   telegram.bot []
2021-04-07 22:56:47,572 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:56:47,572 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:56:57,641 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:56:57,641 DEBUG   telegram.bot No new updates found.
2021-04-07 22:56:57,642 DEBUG   telegram.bot []
2021-04-07 22:56:57,642 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:56:57,642 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:57:07,709 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:57:07,709 DEBUG   telegram.bot No new updates found.
2021-04-07 22:57:07,710 DEBUG   telegram.bot []
2021-04-07 22:57:07,710 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:57:07,710 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:57:17,779 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:57:17,779 DEBUG   telegram.bot No new updates found.
2021-04-07 22:57:17,780 DEBUG   telegram.bot []
2021-04-07 22:57:17,780 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:57:17,780 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:57:27,846 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:57:27,847 DEBUG   telegram.bot No new updates found.
2021-04-07 22:57:27,847 DEBUG   telegram.bot []
2021-04-07 22:57:27,847 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:57:27,847 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:57:37,918 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:57:37,919 DEBUG   telegram.bot No new updates found.
2021-04-07 22:57:37,919 DEBUG   telegram.bot []
2021-04-07 22:57:37,919 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:57:37,919 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:57:47,990 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:57:47,991 DEBUG   telegram.bot No new updates found.
2021-04-07 22:57:47,991 DEBUG   telegram.bot []
2021-04-07 22:57:47,991 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:57:47,991 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:57:58,059 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:57:58,060 DEBUG   telegram.bot No new updates found.
2021-04-07 22:57:58,060 DEBUG   telegram.bot []
2021-04-07 22:57:58,060 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:57:58,060 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:58:08,126 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:58:08,127 DEBUG   telegram.bot No new updates found.
2021-04-07 22:58:08,127 DEBUG   telegram.bot []
2021-04-07 22:58:08,127 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:58:08,127 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:58:18,198 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:58:18,199 DEBUG   telegram.bot No new updates found.
2021-04-07 22:58:18,199 DEBUG   telegram.bot []
2021-04-07 22:58:18,199 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:58:18,199 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:58:28,582 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:58:28,583 DEBUG   telegram.bot No new updates found.
2021-04-07 22:58:28,583 DEBUG   telegram.bot []
2021-04-07 22:58:28,583 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:58:28,583 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:58:38,658 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:58:38,659 DEBUG   telegram.bot No new updates found.
2021-04-07 22:58:38,659 DEBUG   telegram.bot []
2021-04-07 22:58:38,659 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:58:38,659 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:58:49,037 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:58:49,038 DEBUG   telegram.bot No new updates found.
2021-04-07 22:58:49,038 DEBUG   telegram.bot []
2021-04-07 22:58:49,038 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:58:49,038 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:58:59,105 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:58:59,105 DEBUG   telegram.bot No new updates found.
2021-04-07 22:58:59,106 DEBUG   telegram.bot []
2021-04-07 22:58:59,106 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:58:59,106 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:59:09,173 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:59:09,174 DEBUG   telegram.bot No new updates found.
2021-04-07 22:59:09,174 DEBUG   telegram.bot []
2021-04-07 22:59:09,174 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:59:09,174 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:59:19,243 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:59:19,243 DEBUG   telegram.bot No new updates found.
2021-04-07 22:59:19,244 DEBUG   telegram.bot []
2021-04-07 22:59:19,244 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:59:19,244 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:59:29,317 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:59:29,318 DEBUG   telegram.bot No new updates found.
2021-04-07 22:59:29,318 DEBUG   telegram.bot []
2021-04-07 22:59:29,318 DEBUG   telegram.bot Exiting: get_updates
